city,name,address,latitude,longitude,state,country,michelin_stars,chef,google_maps_link,website,venue_type,cuisine_type,collection,notes,description
Rome,La Pergola,"Via Alberto Cadlolo, 101, Roma RM, Italia",,,Lazio,Italy,3,Chef Heinz Beck,,https://romecavalieri.com/la-pergola/,,,Michelin,,
Rome,Il Pagliaccio,"Via dei Banchi Vecchi, 129/a, Roma RM, Italia",,,Lazio,Italy,2,Chef Anthony Genovese,,https://ristoranteilpagliaccio.com/,,,Michelin,,
Rome,Acquolina,"Via del Vantaggio, 14, Roma RM, Italia",,,Lazio,Italy,2,Chef Daniele Lippi,,https://www.pavilionshotels.com/destinations/italy/thefirstarte/dining/,,,Michelin,,
Rome,Enoteca La Torre,"Villa Laetitia, Roma RM, Italia",,,Lazio,Italy,2,Chef Domenico Stile,,https://enotecalatorrevillalaetitia.enotecalatorre.group/,,,Michelin,,
Roma,Zia,"Via Goffredo Mameli, 45, 00153 Roma RM, Italy",41.88700040000001,12.4681516,Lazio,Italy,1,Chef Antonio Ziantoni,https://maps.app.goo.gl/PyDAUE5EqMkUgo1T6,https://ziarestaurant.com/,Restaurant,,Both,Also in Gabby's selection,
Rome,Pulejo,"Prati area, near Vatican, Roma RM, Italia",,,Lazio,Italy,1,,,,,,Michelin,,
Rome,Pipero,"Rome city center, Roma RM, Italia",,,Lazio,Italy,1,,,https://www.piperoroma.it/,,,Michelin,,
Rome,Per Me Giulio Terrinoni,"Near Via Giulia, Roma RM, Italia",,,Lazio,Italy,1,Chef Giulio Terrinoni,,https://www.giulioterrinoni.it/,,,Michelin,,
Rome,Moma,"Via di San Basilio, 42, Roma RM, Italia",,,Lazio,Italy,1,Chef Andrea Pasquali,,https://www.ristorantemoma.it/,,,Michelin,,
Rome,Imàgo,"Piazza della Trinità dei Monti, 6, Roma RM, Italia",,,Lazio,Italy,1,Chef Andrea Antonini,,https://www.imagorestaurant.it/,,,Michelin,,
Rome,Glass Hostaria,"Trastevere district, Roma RM, Italia",,,Lazio,Italy,1,Chef Cristina Bowerman,,https://www.glasshostaria.it/,,,Michelin,,
Rome,Marco Martini,"The Corner Hotel, Roma RM, Italia",,,Lazio,Italy,1,Chef Marco Martini,,https://www.marcomartinichef.com/,,,Michelin,,
Rome,Idylio by Apreda,"Via di Santa Chiara, 4/A, Roma RM, Italia",,,Lazio,Italy,1,,,https://www.thepantheonhotel.com/idylio-by-apreda/,,,Michelin,,
Rome,Il Convivio Troiani,"Vicolo dei Soldati, 31, Roma RM, Italia",,,Lazio,Italy,1,Troiani Brothers,,https://www.ilconviviotroiani.it/,,,Michelin,,
Rome,Aroma,"Via Labicana, 125 - Palazzo Manfredi, Roma RM, Italia",,,Lazio,Italy,1,Chef Giuseppe Di Iorio,,https://www.manfredihotels.com/en/aroma/,,,Michelin,,
Rome,All'Oro,"Parioli area, Roma RM, Italia",,,Lazio,Italy,1,,,https://www.ristorantealloro.it/,,,Michelin,,
Rome,Orma,"Via Pietro Giannone, 24, Roma RM, Italia",,,Lazio,Italy,1,Chef Adriano Baldassarre,,https://www.ormaroma.it/,,,Michelin,,
Rome,Achilli al Parlamento,"Via dei Prefetti, Roma RM, Italia",,,Lazio,Italy,1,Chef Pierluigi Gallo,,https://achilli.restaurant/,,,Michelin,,
Roma,Rimessa Roscioli,"Via del Conservatorio, 58, 00186 Roma RM, Italy",41.89271249999999,12.47277,Lazio,Italy,0,,https://maps.app.goo.gl/Ef8yaTsVnQuL8UHw9,https://rimessaroscioli.com/,Bar,,Gabby,,Cozy Roman venue with refined tasting menus and wine pairings.
Roma,Pianostrada,"Via della Luce, 65, 00153 Roma RM, Italy",41.8887888,12.4752717,Lazio,Italy,0,,https://maps.app.goo.gl/FkDF4Ddm7RSrS6KcA,https://www.pianostrada-laboratoriodicucina.it/,Restaurant,,Gabby,,Artisan focaccia sandwiches and global fusion cuisine in a charming setting.
Roma,L'ANTIDOTO,"Vicolo del Bologna, 19, 00153 Roma RM, Italy",41.8910895,12.468896,Lazio,Italy,0,,https://maps.app.goo.gl/H5y9h7qCeUYR88JU8,https://www.enotecalantidoto.com/,Bar,,Gabby,,
Roma,Osteria La Quercia,"Piazza della Quercia, 23, 00186 Roma RM, Italy",41.8945897,12.471692,Lazio,Italy,0,,https://maps.app.goo.gl/t3kHbqT7mZVocY5y7,https://www.osterialaquercia.com/,Restaurant,Italian,Gabby,,"Intimate, wood-lined Italian restaurant with a tranquil outdoor terrace."
Roma,Ristorante Agrodolce Roma,"Piazza dei Crociferi, 25, 00187 Roma RM, Italy",41.9008222,12.481835,Lazio,Italy,0,,https://maps.app.goo.gl/isRjgZXy7KzwoEC47,https://www.agrodolceroma.it/,Restaurant,Italian,Gabby,,
Roma,La Matriciana dal 1870,"Via del Viminale, 44, 00184 Roma RM, Italy",41.900263,12.4959937,Lazio,Italy,0,,https://maps.app.goo.gl/3TLC6tz9eJYSWmL17,https://www.lamatriciana.it/,Restaurant,,Gabby,,"Traditional Roman cuisine, known for signature dish bucatini alla matriciana."
Roma,La Zanzara,"Via Crescenzio, 84, 00195 Roma RM, Italy",41.906101,12.4601136,Lazio,Italy,0,,https://maps.app.goo.gl/D5u2nFJ9zfprZxyw5,https://www.lazanzararoma.com/,Bar,,Gabby,,"Vintage-inspired bistro offering diverse menu of pasta, small plates, and artisanal drinks."
Roma,Il Maritozzo Rosso,"Vicolo del Cedro, 26, 00153 Roma RM, Italy",41.890171,12.46829,Lazio,Italy,0,,https://maps.app.goo.gl/wTR37aTgARizX4A99,https://www.ilmaritozzorosso.com/,Shop,,Gabby,,Unassuming venue serving traditional filled buns and terrace dining.
Roma,Caligola Osteria Sincera,"Via Leone IV, 123, 00192 Roma RM, Italy",41.9098922,12.455218,Lazio,Italy,0,,https://maps.app.goo.gl/YheMWzaisy3AfU7T8,https://www.caligolaosteriasincera.it/,Restaurant,Italian,Gabby,,
Roma,L'Elementare - Trastevere,"Via Benedetta, 23, 00153 Roma RM, Italy",41.8917231,12.4688924,Lazio,Italy,0,,https://maps.app.goo.gl/jv8Top8Upp3FGAM4A,https://pizzerialelementare.it/,Restaurant,,Gabby,,
Roma,Giacomelli,"Via Emilio Faà di Bruno, 25, 00195 Roma RM, Italy",41.9140944,12.4570153,Lazio,Italy,0,,https://maps.app.goo.gl/7oKMvA4tT7BnbY686,https://www.hostariapizzeriagiacomellisas.it/,Restaurant,,Gabby,,Family-owned pizzeria serving diverse Italian cuisine and homemade desserts.
Roma,Ristorante L'Archeologia,"Via Appia Antica, 139, 00179 Roma RM, Italy",41.8554803,12.5169268,Lazio,Italy,0,,https://maps.app.goo.gl/kyvTg3BVSCi9KGMFA,https://www.larcheologia.it/,Restaurant,Italian,Gabby,,Refined Roman cuisine in a historic underground wine cellar.
New Delhi,The Big Chill Cakery,"3-b, Khan Market, Rabindra Nagar, New Delhi, Delhi 110003, India",28.5997996,77.2260637,Delhi,India,0,,http://maps.google.com/?cid=163204577822598567,,Cafe,,Saved,Bakery and cafe,
Berkeley,Chez Panisse,"1517 Shattuck Ave., Berkeley, CA 94709, USA",37.8796069,-122.2689248,California,United States,1,,https://www.google.com/maps/place/Chez+Panisse/data=!4m2!3m1!1s0x80857ea1255c8b71:0x4163509ac1eb5cf9,https://www.chezpanisse.com/,Cafe,California,Saved,Famous California cuisine,
Oakland,Commis,"3859 Piedmont Ave, Oakland, CA 94611, USA",37.8247083,-122.2548833,California,United States,2,,https://www.google.com/maps/place/Commis/data=!4m2!3m1!1s0x80857df831793917:0x8c2140faeb8a6342,https://commisrestaurant.com/,Restaurant,California,Saved,,Innovative New American cuisine with open-kitchen concept and prix fixe menu.
Oakland,Gold Palm,"1900 Telegraph Ave, Oakland, CA 94612, USA",37.8082133,-122.2696923,California,United States,0,,https://www.google.com/maps/place/Gold+Palm/data=!4m2!3m1!1s0x808f810060fa9779:0x58eb2c069ed863e9,http://www.goldpalmoakland.com/,Bar,,Saved,,
Oakland,Mesa Maguey,"4031 Broadway, Oakland, CA 94611, USA",37.8281337,-122.2566544,California,United States,0,,https://www.google.com/maps/place/Mesa+Maguey/data=!4m2!3m1!1s0x80857d5902fea53b:0xabc8d43ca55770e3,http://mesaoakland.com/,Bar,Mexican,Saved,,
Berkeley,Fish & Bird Sousaku Izakaya,"2451 Shattuck Ave., Berkeley, CA 94704, USA",37.8648104,-122.2671991,California,United States,0,,https://www.google.com/maps/place/Fish+%26+Bird+Sousaku+Izakaya/data=!4m2!3m1!1s0x80857f19b36c5b49:0x50cabf07a8975eda,https://fishbirdizakaya.com/,Restaurant,Japanese,Saved,Japanese izakaya,
Oakland,Sushi Salon,"4008 Martin Luther King Jr Way, Oakland, CA 94609, USA",37.8300343,-122.2682126,California,United States,0,,https://www.google.com/maps/place/Sushi+Salon/data=!4m2!3m1!1s0x80857f9320dca517:0x4f6ce85deca56aec,https://www.sushi-salon.com/,Restaurant,Japanese,Saved,,
Oakland,Pomet,"4029 Piedmont Ave, Oakland, CA 94611, USA",37.8260683,-122.2532584,California,United States,0,,https://www.google.com/maps/place/Pomet/data=!4m2!3m1!1s0x80857db258183003:0x4aec270aeac567af,https://pomet-oakland.com/,Restaurant,French,Saved,excepptionally fresh california farn to table produce,
Oakland,Soba Ichi,"2311A Magnolia St, Oakland, CA 94607, USA",37.8170756,-122.2851254,California,United States,0,,https://www.google.com/maps/place/Soba+Ichi/data=!4m2!3m1!1s0x80857f9d10fbddc1:0xc223efa369049bb5,https://sobaichioakland.com/,Restaurant,Japanese,Saved,,Authentic Japanese soba noodles handmade on-site in a cozy setting.
Berkeley,Great China,"2190 Bancroft Way, Berkeley, CA 94704, USA",37.8676762,-122.2661728,California,United States,0,,https://www.google.com/maps/place/Great+China/data=!4m2!3m1!1s0x80857e9d0ba3811b:0x8eb009586964780e,https://www.greatchinaberkeley.com/,Restaurant,Chinese,Saved,,Chic Chinese restaurant with renowned Peking duck and classic dishes.
Oakland,Sfizio,"6099 Claremont Ave, Oakland, CA 94618, USA",37.8492714,-122.2525661,California,United States,0,,https://www.google.com/maps/place/Sfizio/data=!4m2!3m1!1s0x80857d137fbe848d:0x67b7c30bb311bbed,https://www.sfiziopasta.com/,Restaurant,Italian,Saved,,
Berkeley,Pizzeria da Laura,"2049 Shattuck Ave., Berkeley, CA 94704, USA",37.8713342,-122.2680799,California,United States,0,,https://www.google.com/maps/place/Pizzeria+da+Laura/data=!4m2!3m1!1s0x80857fa50f5e8545:0xf417eeb83e488d9d,https://www.pizzeriadalaura.com,Restaurant,Italian,Saved,,
Oakland,Saffron Kitchen,"SAFFRON KITCHEN, RESTAURANT & BAR, 5940 College Ave, Oakland, CA 94618, USA",37.8479809,-122.2518293,California,United States,0,,"https://www.google.com/maps/place/SAFFRON+KITCHEN,+RESTAURANT+%26+BAR/data=!4m2!3m1!1s0x80857df865759f01:0xf843ae07edab2ff2",https://saffronk.com/,Bar,Persian,Saved,,
Berkeley,Ippuku,"2130 Center St, Berkeley, CA 94704, USA",37.870291,-122.267111,California,United States,0,,https://www.google.com/maps/place/Ippuku/data=!4m2!3m1!1s0x80857e9dc0edc2b9:0xea34c89c5e6ba8ee,https://ippukuberkeley.com/,Bar,Japanese,Saved,Japanese izakaya,
Berkeley,Homeroom Berkeley,"1313 Ninth St #130, Berkeley, CA 94710, USA",37.8794419,-122.2976486,California,United States,0,,https://www.google.com/maps/place/Homeroom+Berkeley/data=!4m2!3m1!1s0x80857f489d05ec09:0x937320e9fc7ec18d,https://www.homeroom510.com/,Restaurant,American,Saved,,Innovative mac and cheese dishes in a casual setting.
Oakland,Wood Tavern,"6317 College Ave, Oakland, CA 94618, USA",37.8506259,-122.2526224,California,United States,0,,https://www.google.com/maps/place/Wood+Tavern/data=!4m2!3m1!1s0x80857de8fb64ee77:0x6dc1df83d0df0cbc,https://www.woodtavern.net/,Bar,American,Saved,,"Sustainably-sourced, Californian-inspired cuisine in a modern-rustic ambiance."
Berkeley,Top Dog,"2534 Durant Ave, Berkeley, CA 94704, USA",37.8677206,-122.2573834,California,United States,0,,https://www.google.com/maps/place/Top+Dog/data=!4m2!3m1!1s0x80857c2f0f0b62f3:0x14685641969b3c98,http://www.topdoghotdogs.com/,Restaurant,American,Saved,Anika's favorite,Minimalist sausage restaurant with specialty and vegetarian options.
Berkeley,Kirala,"2100 Ward St, Berkeley, CA 94705, USA",37.8593347,-122.2667401,California,United States,0,,https://www.google.com/maps/place/Kirala/data=!4m2!3m1!1s0x80857e80350aaa73:0xd4d404dc18f8a577,https://kiralaberkeley.com/,Restaurant,Japanese,Saved,Japanese,
Oakland,Viridian,"2216 Broadway, Oakland, CA 94612, USA",37.8112077,-122.2666264,California,United States,0,,https://www.google.com/maps/place/Viridian/data=!4m2!3m1!1s0x808f81f59f39f4e9:0x88d7d5d7d6efb34f,https://www.viridianbar.com/,Bar,American,Saved,,Stylish Asian-fusion restaurant with innovative cocktails and contemporary cuisine.
Oakland,Tallboy,"4210 Telegraph Ave, Oakland, CA 94609, USA",37.8311473,-122.2636764,California,United States,0,,https://www.google.com/maps/place/Tallboy/data=!4m2!3m1!1s0x80857db38318da2f:0x3b78df843bf890cd,https://www.tallboy.bar/,Bar,,Saved,,
Oakland,North Light,"4915 Telegraph Ave, Oakland, CA 94609, USA",37.8360591,-122.2628926,California,United States,0,,https://www.google.com/maps/place/North+Light/data=!4m2!3m1!1s0x80857d885c87df5b:0x23d84cf6bd07309,https://northlight.bar/,Bar,,Saved,,"Intimate neighborhood cafe offering coffee, food, drinks, books, and records."
Oakland,The Kon-Tiki,"347 14th St, Oakland, CA 94612, USA",37.8031731,-122.2686268,California,United States,0,,https://www.google.com/maps/place/The+Kon-Tiki/data=!4m2!3m1!1s0x808f80b4641b3b2d:0x51201d0f4f68e6ff,http://www.thekon-tiki.com/,Bar,Tiki,Saved,Tiki bar,
Oakland,Bar Shiru,"1611 Telegraph Ave #100, Oakland, CA 94612, USA",37.8063737,-122.2706835,California,United States,0,,https://www.google.com/maps/place/Bar+Shiru/data=!4m2!3m1!1s0x808f81fafcc1c5ef:0x19e6e77cf4dbaea,https://www.barshiru.com/,Bar,,Saved,,A Tokyo-inspired cocktail lounge with a vast jazz record collection.
Oakland,Slug,"102 Frank H. Ogawa Plaza, Oakland, CA 94612, USA",37.8046133,-122.2711534,California,United States,0,,https://www.google.com/maps/place/Slug/data=!4m2!3m1!1s0x808f814837baf3e1:0x428f4d5c3495833,https://slugbaroakland.com/,Bar,,Saved,,
Oakland,Snail Bar,"4935 Shattuck Ave., Oakland, CA 94609, USA",37.8367496,-122.2641813,California,United States,0,,https://www.google.com/maps/place/Snail+Bar/data=!4m2!3m1!1s0x80857ffc138f81ff:0xe78b7b52d62de0a2,https://snailbaroakland.com/,Bar,,Saved,,
Berkeley,Jupiter,"2181 Shattuck Ave., Berkeley, CA 94704, USA",37.8697958,-122.267582,California,United States,0,,https://www.google.com/maps/place/Jupiter/data=!4m2!3m1!1s0x80857e9db8220537:0x22d5e5896c286396,http://www.jupiterbeer.com/,Bar,American,Saved,Brewpub,
Pantelleria,Pantelleria,"91017 Pantelleria, Free municipal consortium of Trapani, Italy",36.832037,11.9439104,Sicily,Italy,,,https://www.google.com/maps/place/Pantelleria/data=!4m2!3m1!1s0x131caf1b34771ce7:0xf2953273ae6490d2,http://www.comunepantelleria.it/,Attraction,,Italy,,
Ortisei,Col Raiser,"Streda Raiser, 65, 39048 Selva di Val Gardena BZ, Italy",46.5651156,11.7366898,Trentino-Alto Adige,Italy,,,https://www.google.com/maps/place/Col+Raiser/data=!4m2!3m1!1s0x477814858b519987:0x6adea1274ea46b05,https://www.colraiser.it/,Hiking,,Italy,,
Salò,Mangio 110 e Lode,"Viale Marco Enrico Bossi, 34, 25087 Salò BS, Italy",45.6080637,10.5134332,Lombardia,Italy,,,https://www.google.com/maps/place/Mangio+110+e+Lode/data=!4m2!3m1!1s0x47818e55a63c5ef5:0xb05f8aadd83f36fa,https://avacard.app/1tsyw,Restaurant,,Italy,,
Brunico,Kronplatz,"Reiperting, 27, 39031 Brunico BZ, Italy",46.7710819,11.9387846,Trentino-Alto Adige,Italy,,,https://www.google.com/maps/place/Kronplatz/data=!4m2!3m1!1s0x477823cd0c0edf89:0x686d8e8299df16a5,http://www.kronplatz.com/,Hiking,,Italy,,Scenic mountain ski resort with diverse outdoor recreation options.
Roma,Basilica di Santa Maria Maggiore,"P.za di Santa Maria Maggiore, 00100 Roma RM, Italy",41.89759859999999,12.4984084,Lazio,Italy,,,https://www.google.com/maps/place/Basilica+di+Santa+Maria+Maggiore/data=!4m2!3m1!1s0x4781511551cc0f9d:0xf99c9042fa4c638,https://www.basilicasantamariamaggiore.va/it.html,Church,,Italy,,Landmark 5th-century papal basilica with renowned Roman mosaics and gilded ceiling.
Bergamo,Bugan Coffee Lab - Via Colleoni - Città Alta,"Via Bartolomeo Colleoni, 18, 24129 Bergamo BG, Italy",45.7047255,9.6618694,Lombardia,Italy,,,https://www.google.com/maps/place/Bugan+Coffee+Lab+-+Via+Colleoni+-+Citt%C3%A0+Alta/data=!4m2!3m1!1s0x4781517bfa2e5d69:0xdab9ebe643684014,https://en.bugancoffeelab.com/,Cafe,,Italy,,
Bergamo,Funicolare S. Vigilio,"Funicolare S. Vigilio, 24129 Bergamo BG, Italy",45.7083717,9.6545721,Lombardia,Italy,,,https://www.google.com/maps/place/Funicolare+S.+Vigilio/data=!4m2!3m1!1s0x4781514189814fcb:0xbb927e29e71d9673,,Transportation,,Italy,,
Bergamo,Funicolare S. Vigilio,"Funicolare S. Vigilio, 24129 Bergamo BG, Italy",45.7083717,9.6545721,Lombardia,Italy,,,https://www.google.com/maps/place/Funicolare+S.+Vigilio/data=!4m2!3m1!1s0x4781514312181ecb:0x7f0affd6fa347b9b,,Transportation,,Italy,,
Bergamo,Baretto,"Via al Castello, 1, 24100 Bergamo BG, Italy",45.7084354,9.6504048,Lombardia,Italy,,,https://www.google.com/maps/place/Baretto/data=!4m2!3m1!1s0x4781515ce608d3f9:0x738e7363c599925c,https://barettosanvigilio.it/en/,Bar,,Italy,Casoncelli,
Tremezzo,La Darsena,"Via Regina, 3, 22016 Tremezzo CO, Italy",,,Lombardy,Italy,,,https://www.google.com/maps/place/La+Darsena/data=!4m2!3m1!1s0x4781ee745d7f787d:0x665c75d6b6733afb,https://www.ladarsena.it/,Hotel,,Italy,,
Brescia,Basilica di San Salvatore,"Via Giovanni Piamarta, 6, 25121 Brescia BS, Italy",45.5398974,10.2283084,Lombardia,Italy,,,https://www.google.com/maps/place/Basilica+di+San+Salvatore/data=!4m2!3m1!1s0x47817737a6d8edc1:0x107963e3ca6945a8,https://www.bresciamusei.com/musei-e-luoghi/museo-di-santa-giulia/,Church,,Italy,,
Seiser Alm,Heualm,"Via Saltria, 39040 Kastelruth, Autonome Provinz Bozen - Südtirol, Italy",46.5355988,11.6426358,Trentino-Alto Adige,Italy,,,https://www.google.com/maps/place/Heualm/data=!4m2!3m1!1s0x47786d67554a6e77:0x5a8943715e50a202,https://www.instagram.com/heualm_malgadelfieno/,Restaurant,,Italy,,
Siusi,Seiser Alm Bahn,"Via Sciliar, 39, 39040 Siusi BZ, Italy",46.540251,11.564098,Trentino-Alto Adige,Italy,,,https://www.google.com/maps/place/Seiser+Alm+Bahn/data=!4m2!3m1!1s0x477873f8c0ff2a5d:0x572b29a6d2a98858,https://www.seiseralm.it/en/,Restaurant,,Italy,,
Castelrotto,Restaurant Liftstüberl,"Via Marinzen, 35, 39040 Castelrotto BZ, Italy",46.5635184,11.5627632,Trentino-Alto Adige,Italy,,,https://www.google.com/maps/place/Restaurant+Liftst%C3%BCberl/data=!4m2!3m1!1s0x47780cdcaef10efd:0x17390d0511ba101c,https://www.liftstueberl.com/en/,Bar,,Italy,,
Margreid an der Weinstraße,Alois Lageder Paradeis,"Casòn Hirschprunn Str., 1, 39040 Margreid an der Weinstraße, Autonome Provinz Bozen - Südtirol, Italy",46.2871209,11.2100292,Trentino-Alto Adige,Italy,,,https://www.google.com/maps/place/Alois+Lageder+Paradeis/data=!4m2!3m1!1s0x4782874c9572febd:0x705b8d2e290d79ae,https://mymenuweb.com/it/restaurants/1028493/?utm_source=google_profile&utm_medium=google_profile&utm_campaign=admin,Shop,,Italy,,
Seiser Alm,Seiser Alm,"Alpe di Siusi, Italy",46.5423435,11.6168855,Trentino-Alto Adige,Italy,,,https://www.google.com/maps/place/Seiser+Alm/data=!4m2!3m1!1s0x477814ceb86428af:0x9418f3637defc23b,https://www.seiseralm.it/en/,Hiking,,Italy,,High-altitude alpine meadow offering panoramic views for hiking and skiing.
Ortisei,Turonda | pizza · bistrot · drinks,"Strada Johann Baptist Purger, 5, 39046 Ortisei BZ, Italy",46.5748463,11.6704976,Trentino-Alto Adige,Italy,,,https://www.google.com/maps/place/Turonda+%7C+pizza+%C2%B7+bistrot+%C2%B7+drinks/data=!4m2!3m1!1s0x477813c9fa9806c5:0x6079b3e0a5b12ee6,https://turonda.it/en/,Restaurant,Italian,Italy,,
Colfosco,Jimmi Hut,"Passo Gardena, 39033 Colfosco BZ, Italy",46.5564928,11.8103844,Trentino-Alto Adige,Italy,,,https://www.google.com/maps/place/Jimmi+Hut/data=!4m2!3m1!1s0x4778157a50d516a5:0xef9033ce7f061ec0,https://www.jimmihuette.it/en/,Hotel,,Italy,,"Classic alpine hut with panoramic terrace, a popular stop for outdoor enthusiasts."
Ortisei,Seceda Cable Car,"Str. Val d'Anna, 2, 39046 Ortisei BZ, Italy",46.5764597,11.6748572,Trentino-Alto Adige,Italy,,,https://www.google.com/maps/place/Seceda+Cable+Car/data=!4m2!3m1!1s0x477812ff7519fd0b:0xe71bdf8dd9f0a5b,,Transportation,,Italy,,
Pozza di Fassa,La Sportiva Store - Pozza di Fassa,"Strada Dolomites, 65, 38036 San Giovanni di Fassa TN, Italy",46.4279168,11.6830267,Trentino-Alto Adige,Italy,,,https://www.google.com/maps/place/La+Sportiva+Store+-+Pozza+di+Fassa/data=!4m2!3m1!1s0x4778695869c05457:0x830532cb3d71aea3,https://www.lasportiva.com/,Shop,,Italy,,
Santa Maddalena Alta,Chiesa di Santa Maddalena,"Frazione Santamaddalena Alta, 48, 39040 Funes BZ, Italy",,,Trentino-South Tyrol,Italy,,,https://www.google.com/maps/place/Chiesa+di+Santa+Maddalena/data=!4m2!3m1!1s0x47781104ccf27bed:0x9188908b1ce34d6d,http://bergportal.com/,Church,,Italy,,
Val di Funes,Panorama di Santa Maddalena,"Magdalenaweg, 39040 Funes BZ, Italy",46.6475496,11.7163077,Trentino-Alto Adige,Italy,,,https://www.google.com/maps/place/Panorama+di+Santa+Maddalena/data=!4m2!3m1!1s0x477811286b623237:0xfc2d7e9dfa64888a,,Hiking,,Italy,,
San Pietro,Pitzock,"Via Pizack, 30, 39040 Funes BZ, Italy",46.6405479,11.6838904,Trentino-Alto Adige,Italy,,,https://www.google.com/maps/place/Pitzock/data=!4m2!3m1!1s0x477811b9319354d3:0x839aac9d320c84b7,http://www.pitzock.com/,Restaurant,,Italy,,
Val di Funes,Geisleralm,"San Giovanni, 2, 39040 Funes BZ, Italy",46.6209736,11.7494655,Trentino-Alto Adige,Italy,,,https://www.google.com/maps/place/Geisleralm/data=!4m2!3m1!1s0x477816b2e3b159af:0xf5fe6b6d644db3d,https://www.geisleralm.com/en/,Bar,,Italy,,Charming Alpine chalet serving traditional regional cuisine and homemade desserts.
Val di Funes,Parkplatz Zanser Alm,"39040 Villnöß, Autonomous Province of Bolzano – South Tyrol, Italy",46.635638,11.7664116,Trentino-South Tyrol,Italy,,,https://www.google.com/maps/place/Parkplatz+Zanser+Alm/data=!4m2!3m1!1s0x477817adc1d4a4e7:0xf2a0c17115ba0260,,Restaurant,,Italy,,
Verona,Assaporito: Pizzeria Napoletana. Vendita prodotti tipici del Sud,"Viale del Lavoro, 32A, 37135 Verona VR, Italy",45.4139481,10.9788634,Veneto,Italy,,,https://www.google.com/maps/place/Assaporito:+Pizzeria+Napoletana.+Vendita+prodotti+tipici+del+Sud/data=!4m2!3m1!1s0x477f5f77f226d5c1:0x3228580661f85b55,https://www.assaporitopizzeria.it/,Cafe,,Italy,,
Venezia,Bar Dandolo,"Calle Seconda de la Fava, 4196, 30122 Venezia VE, Italy",45.4338684,12.3419518,Veneto,Italy,,,https://www.google.com/maps/place/Bar+Dandolo/data=!4m2!3m1!1s0x477eb1d7fdd547ed:0xa15b294b9fe40827,https://www.hoteldanieli.com/en/dining/bardandolo.html,Bar,,Italy,,
Venezia,"Hotel Danieli, Venice","Riva degli Schiavoni, 4196, 30122 Venezia VE, Italy",45.43390549999999,12.3421255,Veneto,Italy,,,"https://www.google.com/maps/place/Hotel+Danieli,+Venice/data=!4m2!3m1!1s0x477eae215046fdb7:0x92024fb11cc6b0eb",https://www.hoteldanieli.com/,Hotel,,Italy,,Lavish hotel with stunning lagoon views.
Cortina d'Ampezzo,Lago Di Sorapis Hike Start Point,"G6CG+48, 32043 Cortina d'Ampezzo, Province of Belluno, Italy",46.5202511,12.2258192,Veneto,Italy,,,https://www.google.com/maps/place/Lago+Di+Sorapis+Hike+Start+Point/data=!4m2!3m1!1s0x477835439cb2ed39:0x4cd25cf3d9e3f4b7,,Hiking,,Italy,,
Venezia,Osteria Alla Frasca,"Corte de la Carità, 5176, 30121 Venezia VE, Italy",45.4420789,12.3400766,Veneto,Italy,,,https://www.google.com/maps/place/Osteria+Alla+Frasca/data=!4m2!3m1!1s0x477eb1dc65396475:0x2619f7b40f16f498,,Restaurant,Italian,Italy,,
Venezia,Ostaria dai Zemei,"San Polo 1045, B, 30125 Venezia VE, Italy",45.4379089,12.3329955,Veneto,Italy,,,https://www.google.com/maps/place/Ostaria+dai+Zemei/data=!4m2!3m1!1s0x477eb1db192bd08b:0x1dfb50789665e289,http://www.ostariadaizemei.it/,Bar,,Italy,,Traditional Venetian eatery featuring a counter of small cicchetti plates.
Venezia,Panificio Pasticceria Costantini,"Via San Martino Sinistro, 282, 30142 Venezia VE, Italy",45.484457,12.4177963,Veneto,Italy,,,https://www.google.com/maps/place/Panificio+Pasticceria+Costantini/data=!4m2!3m1!1s0x477eac5268a4852d:0x7717a96a5fd24f8e,http://www.pasticceriacostantini.com/,Cafe,,Italy,,
Cortina d'Ampezzo,Lake Sorapis,"Lake Sorapis, 32043 Cortina d'Ampezzo, Province of Belluno, Italy",46.5205589,12.2235133,Veneto,Italy,,,https://www.google.com/maps/place/Lake+Sorapis/data=!4m2!3m1!1s0x4779cb283c54b5a5:0xfe6920bbfd34b63c,,Hiking,,Italy,,Serene mountain lake with scenic hiking trails and picturesque vistas.
Venezia,Al Mercà,"Campo Bella Vienna, 213, 30125 Venezia VE, Italy",45.4389887,12.3350065,Veneto,Italy,,,https://www.google.com/maps/place/Al+Merc%C3%A0/data=!4m2!3m1!1s0x477eb1db9e2e8143:0x3e9b83a00e901fc2,,Bar,,Italy,,
Ortisei,Anders Mountain Suites,"Kreuztal, 4, 39042 Bressanone BZ, Italy",46.6785453,11.7090086,Trentino-Alto Adige,Italy,,,https://www.google.com/maps/place/Anders+Mountain+Suites/data=!4m2!3m1!1s0x47781aac1037e859:0xc00824a82710ac11,https://www.anders-suites.com/en/,Hotel,,Italy,,"Traditional-style mountain chalet with free breakfast, dining, and spa."
S. Andrea,Restaurant Pizzeria Ban Rutzner (Trametschhütte),"Via Della Funivia, 10, 39042 S. Andrea BZ, Italy",46.6959708,11.6860012,Trentino-Alto Adige,Italy,,,https://www.google.com/maps/place/Restaurant+Pizzeria+Ban+Rutzner+(Trametschh%C3%BCtte)/data=!4m2!3m1!1s0x47781aa9a684603d:0xdb8544571ae953a7,https://www.ban-rutzner.com/en/,Restaurant,Italian,Italy,,
